@RELATION svmSentimentAnalysis
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {NEGATIVE,POSITIVE}

@DATA
0.161827,0.008634,3.061885,0.224116,0.192477,1.148297,0.012864,0.228042,-28.091136,1.578165,-0.316703,-1.047788,-0.171533,0.173702,-0.387209,0.009639,-0.363557,0.028633,-0.267121,-0.177898,-0.300117,0.017179,0.006923,0.013558,0.018672,0.012952,0.012049,0.014295,0.010203,0.015885,0.006461,0.018139,0.007440,0.014672,-0.009992,-0.000511,0.001587,-0.002239,0.007481,-0.051513,-0.000197,-0.024083,-0.557484,0.191935,-0.021308,0.161791,0.078103,-0.148274,-0.079605,-0.130480,0.083573,-0.030041,0.012115,-0.066965,-0.080564,0.003556,0.000564,-0.000338,0.002461,-0.000280,-0.003254,0.001475,0.001599,0.001275,0.001591,0.004945,0.001010,-0.000210,0.070193,0.015303,0.170812,0.050896,0.032419,0.434952,0.008881,0.116222,1.690565,0.678720,0.719091,0.581100,0.427652,0.427067,0.238218,0.344115,0.233572,0.191744,0.186185,0.173528,0.228198,0.018575,0.008771,0.015092,0.008908,0.009485,0.016082,0.018213,0.009255,0.017056,0.006095,0.019762,0.009014,0.008680,0.052802,0.016972,0.248209,0.041010,0.028666,0.444425,0.009458,0.115846,0.911886,0.487807,0.657811,0.431240,0.322203,0.349092,0.336599,0.323247,0.248898,0.277172,0.276003,0.210697,0.284011,0.023390,0.012759,0.020891,0.014037,0.014180,0.019578,0.022404,0.012028,0.023628,0.008352,0.024096,0.011410,0.011282,NEGATIVE
0.167897,0.004807,3.017215,0.243900,0.216215,1.195162,0.010995,0.245875,-29.698776,1.704131,-0.810742,-0.627106,-0.298197,0.031340,-0.300698,-0.132639,-0.212208,-0.156623,-0.266741,-0.188236,-0.214934,0.022183,0.006394,0.012857,0.022786,0.014655,0.006690,0.011367,0.010208,0.012996,0.012469,0.016778,0.009901,0.013497,-0.003275,-0.000001,0.000398,-0.001659,0.000167,-0.006303,0.000075,-0.004125,-0.022086,0.001523,-0.014597,0.001489,-0.006830,0.000530,-0.009533,0.004222,-0.009600,-0.008086,0.000244,-0.002658,0.001755,0.000424,0.000053,-0.000033,0.000290,0.000128,0.000012,0.000069,0.000021,0.000056,-0.000022,-0.000162,0.000012,0.000037,0.101708,0.010478,0.306898,0.080739,0.039145,0.516530,0.008938,0.174967,1.689580,0.589970,0.706073,0.503188,0.478616,0.343333,0.243926,0.290834,0.274836,0.227767,0.214449,0.194543,0.245355,0.020290,0.006521,0.010480,0.019636,0.016301,0.006719,0.014090,0.010182,0.012215,0.012484,0.015791,0.010235,0.006176,0.088787,0.016144,0.371854,0.070986,0.033409,0.510653,0.010002,0.161827,1.589444,0.680974,0.656656,0.423625,0.403420,0.358311,0.297836,0.312743,0.326321,0.277238,0.233717,0.269678,0.276191,0.027362,0.009743,0.013670,0.021092,0.020337,0.009067,0.019199,0.012901,0.014441,0.017706,0.022163,0.013706,0.007386,NEGATIVE
0.109371,0.019016,3.049239,0.197867,0.202196,0.845243,0.013239,0.153969,-27.507110,2.049679,-0.951755,-0.661085,-0.239040,0.017594,-0.268502,-0.241882,-0.224852,-0.150919,-0.204850,-0.166742,-0.276979,0.018543,0.004623,0.015660,0.020019,0.024314,0.014444,0.019577,0.013175,0.015103,0.012951,0.015565,0.016945,0.018868,-0.002628,-0.000002,0.000084,0.000393,0.000952,-0.016716,-0.000086,-0.003344,-0.087041,0.014455,0.024963,0.036529,0.046451,0.010781,-0.016810,0.017058,0.034381,0.020434,-0.016809,-0.043553,-0.034828,0.000756,-0.000006,0.000993,0.000984,-0.000422,-0.000947,-0.001835,-0.000431,-0.000786,0.002023,-0.000404,0.001796,0.000251,0.046513,0.023461,0.259020,0.049290,0.029160,0.364516,0.008305,0.081559,1.938196,0.685064,0.682577,0.326530,0.391500,0.306257,0.265253,0.299477,0.291816,0.290586,0.228096,0.214013,0.266352,0.016031,0.004919,0.013678,0.020230,0.028398,0.019867,0.026953,0.011096,0.017660,0.015739,0.013822,0.022877,0.011305,0.040112,0.024457,0.340842,0.043698,0.032700,0.375457,0.009676,0.075848,1.480647,0.716435,0.653881,0.401518,0.447849,0.339045,0.284924,0.304946,0.345595,0.330885,0.254590,0.227555,0.269757,0.021730,0.006140,0.017038,0.022033,0.030348,0.026978,0.029366,0.015220,0.023491,0.021092,0.020042,0.025861,0.013941,NEGATIVE
0.144326,0.010231,3.072002,0.227145,0.210453,1.052033,0.010283,0.220917,-29.011066,1.766033,-0.876774,-0.584855,-0.504859,0.336670,-0.191549,-0.234580,-0.245697,-0.141848,-0.137941,-0.187333,-0.256099,0.013299,0.009791,0.011114,0.017789,0.015043,0.013418,0.015300,0.014411,0.025281,0.008200,0.014014,0.004596,0.015780,0.004589,0.000001,-0.013925,-0.002397,-0.002218,-0.006145,0.000048,0.001833,0.022470,-0.000784,0.041417,0.017165,0.039887,-0.005177,-0.003962,0.033989,-0.024534,0.005771,0.017984,-0.015666,-0.050318,0.000048,0.000786,-0.000987,0.003605,0.001790,-0.001882,-0.000787,0.005773,-0.007711,-0.001078,0.001530,-0.001806,-0.000119,0.071049,0.020045,0.211520,0.066258,0.036717,0.366770,0.006910,0.108893,2.118474,0.393210,0.499652,0.400047,0.400932,0.360159,0.275111,0.288842,0.189913,0.242221,0.205298,0.259844,0.162252,0.013704,0.014802,0.010584,0.012183,0.016423,0.014943,0.017434,0.016371,0.030150,0.005654,0.010066,0.004320,0.007223,0.060716,0.020185,0.310954,0.057640,0.035647,0.375994,0.008707,0.112022,1.581715,0.448835,0.546247,0.471115,0.398214,0.392761,0.317210,0.277298,0.219452,0.344439,0.242975,0.207826,0.188644,0.017878,0.019626,0.015969,0.014574,0.017495,0.020145,0.022257,0.020656,0.034067,0.007919,0.018210,0.006091,0.008972,NEGATIVE
0.159218,0.007856,3.039763,0.247715,0.219526,1.084989,0.011105,0.241117,-29.624023,1.651517,-0.755775,-0.706914,-0.292310,0.115856,-0.207564,-0.212037,-0.155648,-0.097685,-0.214272,-0.269927,-0.277168,0.020215,0.010064,0.014536,0.013788,0.012595,0.009188,0.010779,0.013265,0.014572,0.009814,0.017194,0.008224,0.015451,0.002133,0.000012,-0.007848,0.000828,0.000666,-0.002228,0.000086,-0.000054,0.027803,0.009687,0.000896,-0.005193,-0.003554,-0.000672,0.006756,0.003055,0.005055,0.000309,-0.000419,-0.000839,0.002016,-0.000109,0.000319,0.000187,-0.000025,-0.000176,-0.000013,-0.000009,-0.000014,0.000006,-0.000111,-0.000207,0.000035,0.000007,0.102107,0.012366,0.352154,0.084576,0.039588,0.460446,0.007991,0.168339,2.613693,0.489318,0.755597,0.436948,0.349725,0.351055,0.347674,0.313875,0.246652,0.259382,0.224682,0.243861,0.300878,0.023402,0.013827,0.015306,0.014839,0.015609,0.012593,0.012469,0.019109,0.016565,0.011008,0.016275,0.008682,0.009635,0.095861,0.010710,0.491719,0.079730,0.036461,0.495864,0.009814,0.163917,1.719048,0.532539,0.544141,0.406961,0.390790,0.397656,0.366719,0.352427,0.289529,0.272406,0.238511,0.265613,0.281137,0.026996,0.014152,0.018383,0.018737,0.017996,0.015240,0.015703,0.024186,0.020564,0.013685,0.020754,0.011378,0.011465,NEGATIVE
0.191880,0.014479,2.963498,0.278417,0.208272,0.994180,0.016925,0.300036,-27.744111,2.148079,-0.012931,-0.564216,-0.295031,0.127250,-0.074008,0.202070,-0.114727,-0.212637,-0.144454,-0.104903,-0.047727,0.012522,0.009467,0.015665,0.038761,0.010996,0.010466,0.014992,0.002728,0.005555,0.020414,0.009654,0.009323,0.022940,0.005599,0.000001,-0.001581,0.004912,-0.000683,0.006948,0.000020,0.006696,-0.032648,0.003879,0.004471,0.006932,-0.003405,-0.004418,-0.003584,-0.004020,-0.003707,-0.000768,0.001110,0.002618,0.005771,-0.000109,-0.000070,-0.000117,-0.001407,-0.000034,-0.000096,-0.000126,-0.000085,0.000006,-0.000052,-0.000062,-0.000077,-0.000377,0.186868,0.015417,0.418848,0.168098,0.048432,0.715225,0.014815,0.272264,3.010887,1.221081,0.875411,0.629963,0.403068,0.430240,0.400077,0.373860,0.333534,0.240604,0.227099,0.220519,0.295171,0.019624,0.017697,0.021756,0.049588,0.013883,0.014719,0.018643,0.003410,0.005941,0.024034,0.011650,0.014999,0.014313,0.167256,0.013490,0.587710,0.152098,0.057777,0.715386,0.017703,0.256670,2.337073,1.225899,0.921400,0.586083,0.502101,0.485209,0.440156,0.332250,0.327901,0.264470,0.266992,0.252916,0.267093,0.021246,0.020253,0.025957,0.044395,0.014557,0.014989,0.019781,0.004247,0.006042,0.026155,0.015432,0.017645,0.015433,NEGATIVE
0.158238,0.015045,2.993869,0.256560,0.213590,1.025194,0.016414,0.254609,-27.948435,1.911575,-0.163339,-0.478542,-0.320503,0.150910,-0.163245,0.096745,-0.142490,-0.169826,-0.227826,-0.102403,-0.107596,0.015900,0.009829,0.015003,0.054833,0.013572,0.007179,0.009862,0.004427,0.004359,0.012557,0.014691,0.010049,0.025810,-0.000536,-0.000058,-0.011862,-0.001224,-0.001059,0.001048,0.000010,0.000109,0.017020,0.020712,-0.018203,0.002391,0.011478,0.003956,0.004717,0.005184,0.000424,-0.003879,-0.003223,-0.001817,-0.005379,0.000063,0.000019,0.000149,-0.000731,-0.000178,0.000061,0.000183,0.000099,0.000024,-0.000018,-0.000003,0.000085,-0.000268,0.111655,0.017029,0.484380,0.107538,0.042956,0.605589,0.013805,0.198981,3.130480,1.174173,0.806991,0.699478,0.388366,0.350011,0.347931,0.343342,0.314631,0.242551,0.253133,0.230012,0.280107,0.020511,0.015515,0.017377,0.057425,0.020629,0.010697,0.010260,0.008132,0.004838,0.016541,0.022078,0.016420,0.015627,0.123020,0.015488,0.674363,0.115403,0.047874,0.603144,0.016440,0.225565,2.584820,1.094738,0.697300,0.630263,0.376525,0.358521,0.392561,0.362694,0.333160,0.277745,0.269233,0.245391,0.307614,0.023324,0.020381,0.018599,0.052348,0.023955,0.012823,0.010879,0.008335,0.005927,0.019427,0.023447,0.020645,0.016074,NEGATIVE
0.166527,0.014885,2.959590,0.282595,0.227233,1.023938,0.012233,0.288540,-29.600545,1.958228,-0.066984,-0.581819,-0.332650,0.065616,-0.074045,-0.050361,-0.202873,-0.159579,-0.201022,-0.085480,-0.039427,0.013803,0.007078,0.011796,0.083202,0.017222,0.005524,0.009988,0.004064,0.005199,0.009749,0.008881,0.005165,0.030535,-0.000240,-0.000000,-0.000540,-0.000143,-0.000031,-0.002080,0.000010,-0.000687,-0.002935,0.000576,0.000586,-0.000873,-0.000048,-0.000252,0.000536,-0.000521,-0.001267,0.000064,0.000439,-0.000463,-0.001054,0.000026,-0.000014,-0.000022,0.000091,0.000006,0.000022,0.000011,-0.000006,0.000060,0.000009,-0.000026,0.000013,0.000024,0.138620,0.019472,0.506157,0.134187,0.038633,0.653790,0.010466,0.258363,2.705106,1.034655,0.711906,0.569747,0.420273,0.426144,0.308536,0.297993,0.243077,0.282698,0.228999,0.199637,0.262049,0.020286,0.012257,0.013582,0.062745,0.021763,0.005808,0.011538,0.005499,0.006210,0.010620,0.011543,0.007997,0.015983,0.129519,0.017384,0.671358,0.125643,0.041484,0.618910,0.013041,0.266597,1.885985,0.831107,0.613394,0.582372,0.419126,0.395242,0.343647,0.309710,0.261212,0.294862,0.247774,0.205555,0.256427,0.022389,0.012925,0.015569,0.061253,0.024426,0.007383,0.013715,0.006013,0.007476,0.013163,0.014874,0.010536,0.018027,NEGATIVE
0.146365,0.010702,3.068583,0.263523,0.230375,0.930295,0.016166,0.235273,-29.422835,2.054198,-0.100715,-0.473268,-0.366492,-0.100734,-0.364523,-0.210461,-0.242807,-0.229112,-0.122481,0.018916,0.058705,0.013627,0.006356,0.014271,0.078333,0.016446,0.014992,0.015279,0.003404,0.016664,0.006215,0.008683,0.005900,0.036409,0.000243,-0.000000,0.000178,0.000651,0.000299,0.004734,0.000004,0.001549,0.001313,-0.004531,0.006113,-0.000551,0.000665,-0.001787,-0.001162,0.007564,0.000654,-0.000516,0.000304,0.003722,0.000676,-0.000046,0.000009,0.000030,0.000124,-0.000028,0.000048,-0.000205,0.000043,0.000010,0.000008,0.000015,0.000017,0.000032,0.111122,0.010375,0.305795,0.109350,0.035804,0.607058,0.013457,0.216052,1.680043,0.834594,0.591112,0.488556,0.359477,0.304971,0.300738,0.295758,0.274959,0.314539,0.285223,0.312633,0.257470,0.020206,0.011300,0.022747,0.040582,0.019962,0.025257,0.024969,0.005678,0.021648,0.007468,0.013298,0.006754,0.014722,0.114599,0.011346,0.404767,0.110197,0.040461,0.613607,0.017487,0.226529,1.604313,0.848310,0.516187,0.520210,0.386712,0.332237,0.322030,0.296872,0.268161,0.276280,0.296103,0.283132,0.263614,0.022223,0.012686,0.026948,0.044126,0.020205,0.025669,0.027197,0.006885,0.016903,0.010546,0.015878,0.007762,0.017176,NEGATIVE
0.156856,0.003681,3.008100,0.257136,0.210027,0.797622,0.016806,0.229763,-30.708612,2.220508,-0.188907,-0.654409,-0.169162,-0.042610,-0.122059,-0.014641,-0.199036,-0.298908,-0.297894,-0.090867,0.057406,0.013381,0.006407,0.019504,0.064391,0.016968,0.008591,0.011985,0.001983,0.004230,0.016734,0.010041,0.006023,0.030242,-0.000972,-0.000008,0.000540,-0.001816,-0.000957,-0.007864,-0.000197,-0.003308,-0.006765,0.022360,0.018420,-0.007808,0.014374,-0.012040,0.011136,-0.005101,0.010569,0.000979,-0.005037,-0.005737,-0.001821,0.000044,0.000331,0.000056,-0.000782,-0.000086,-0.000034,0.000475,-0.000007,-0.000050,0.001121,0.000018,-0.000025,0.000122,0.137881,0.004686,0.405922,0.134148,0.039994,0.560423,0.013993,0.209419,2.709944,1.155400,0.764896,0.604465,0.396513,0.351774,0.348033,0.349782,0.283221,0.257191,0.253444,0.272101,0.275596,0.018564,0.011261,0.025444,0.055233,0.022148,0.013411,0.013875,0.002657,0.003999,0.017294,0.014719,0.009834,0.015298,0.109720,0.004822,0.559592,0.106401,0.044941,0.526847,0.016225,0.182118,1.980513,1.108198,0.698568,0.643257,0.416600,0.372628,0.399017,0.359159,0.274796,0.273713,0.275242,0.274741,0.284425,0.019919,0.013337,0.029736,0.058211,0.025096,0.015210,0.012613,0.003734,0.004886,0.019028,0.016202,0.011071,0.016998,NEGATIVE
0.159612,0.018648,3.016870,0.268557,0.226141,0.938412,0.015526,0.251723,-28.789422,2.021698,-0.111261,-0.551069,-0.307398,0.051325,-0.088985,-0.057514,-0.218358,-0.227245,-0.183017,-0.083085,-0.006720,0.013340,0.004704,0.013168,0.076460,0.015697,0.009070,0.007239,0.002366,0.004957,0.012033,0.015946,0.008911,0.030666,-0.000276,-0.000000,0.000506,0.000073,0.000091,-0.000892,0.000015,-0.000413,-0.005004,-0.000943,-0.001725,0.002908,0.000734,-0.001864,0.000720,-0.000579,-0.000035,-0.000384,0.002337,0.003050,0.001371,0.000031,0.000009,-0.000008,0.000316,-0.000031,0.000020,-0.000034,0.000010,-0.000032,-0.000033,-0.000028,-0.000000,0.000089,0.128675,0.023549,0.329126,0.117569,0.039476,0.599073,0.012569,0.217866,2.870503,0.924758,0.652513,0.592725,0.423965,0.395383,0.410221,0.323655,0.273873,0.254772,0.263837,0.255610,0.280118,0.019960,0.007924,0.019736,0.052158,0.020800,0.013828,0.008147,0.003329,0.005062,0.014254,0.024664,0.015908,0.014653,0.113978,0.024846,0.468338,0.106330,0.047107,0.609732,0.015721,0.229328,2.271953,0.957849,0.652497,0.594236,0.444154,0.406091,0.420826,0.368739,0.290658,0.296663,0.291797,0.295402,0.295418,0.022027,0.011174,0.024558,0.055051,0.027280,0.014476,0.009666,0.004464,0.006833,0.017684,0.029408,0.020264,0.016987,NEGATIVE
0.123105,0.015496,2.999626,0.227211,0.217303,0.821983,0.018520,0.169986,-28.601132,1.994280,-0.179294,-0.615225,-0.329169,-0.200116,-0.367148,-0.059887,-0.215751,-0.303694,-0.196537,-0.158988,0.027711,0.008085,0.008977,0.022338,0.103256,0.011567,0.005457,0.005994,0.002175,0.009525,0.009116,0.010649,0.005389,0.035006,0.000751,-0.000000,0.001537,0.000321,0.000015,0.003241,0.000013,0.000729,-0.008298,-0.005032,0.004934,0.002352,0.000120,0.006226,0.001634,0.003380,-0.000039,-0.003655,-0.005404,-0.004821,0.003048,-0.000034,-0.000022,0.000071,0.000325,-0.000003,-0.000058,-0.000156,0.000063,-0.000185,0.000133,-0.000108,-0.000131,0.000100,0.088876,0.017884,0.380347,0.082489,0.028289,0.570399,0.016608,0.149966,1.873756,0.822464,0.671365,0.500748,0.349666,0.332339,0.336714,0.269414,0.254012,0.332255,0.374502,0.239599,0.248793,0.010402,0.016221,0.023742,0.052270,0.012157,0.007652,0.007411,0.002658,0.012009,0.013218,0.016438,0.008015,0.014124,0.098751,0.018913,0.466801,0.097198,0.035479,0.643355,0.020842,0.185787,2.000616,0.963671,0.760137,0.524815,0.404245,0.369362,0.391050,0.314907,0.313514,0.343142,0.375901,0.285751,0.290332,0.013597,0.021030,0.026430,0.048414,0.017736,0.010466,0.010143,0.003555,0.016116,0.016946,0.019359,0.011043,0.015745,NEGATIVE
0.219263,0.015825,3.012793,0.312374,0.210675,1.126680,0.012133,0.339515,-28.502010,1.759776,0.437827,-0.819438,-0.072951,-0.031790,0.017446,0.180623,-0.165355,-0.020360,-0.269797,-0.037587,-0.095428,0.012431,0.008765,0.018640,0.043161,0.006002,0.004422,0.014422,0.002984,0.004591,0.019857,0.008777,0.008256,0.022246,0.001154,-0.000005,-0.001671,0.000409,-0.000343,0.004927,0.000019,0.001266,0.009002,-0.020895,-0.002241,0.009780,-0.005891,0.003287,-0.003731,0.001113,-0.001717,-0.003778,0.003225,-0.005220,-0.002018,-0.000021,-0.000000,0.000005,-0.001205,-0.000059,0.000019,-0.000137,-0.000008,-0.000022,-0.000063,-0.000049,-0.000207,-0.000383,0.179227,0.016264,0.419087,0.157601,0.043932,0.663586,0.009171,0.264967,3.339371,1.355783,0.874084,0.818193,0.417061,0.410978,0.429045,0.395954,0.299736,0.261960,0.266212,0.236496,0.271517,0.016585,0.016842,0.021499,0.058735,0.006152,0.005419,0.016881,0.005835,0.004989,0.024256,0.012240,0.016793,0.015651,0.147040,0.014574,0.542465,0.127040,0.053893,0.575371,0.010235,0.235260,2.619028,1.218646,0.734561,0.692593,0.464577,0.456693,0.421432,0.358677,0.315665,0.289827,0.275880,0.260953,0.282380,0.019495,0.020519,0.029428,0.045728,0.007294,0.006309,0.016763,0.007799,0.006681,0.022848,0.016147,0.016494,0.014032,NEGATIVE
0.099265,0.033586,3.138157,0.232741,0.240568,0.755788,0.011133,0.162402,-26.341695,1.988750,0.162885,-0.151327,0.058475,0.314258,0.210094,0.117089,-0.058956,-0.005014,0.006583,0.083501,0.133511,0.016534,0.004629,0.070821,0.014227,0.014539,0.020947,0.026526,0.003845,0.003692,0.003852,0.062814,0.003087,0.035078,0.000009,-0.000114,-0.001694,-0.000652,0.000225,-0.005018,-0.000156,-0.003116,-0.026544,-0.009472,-0.005795,0.015188,0.000071,0.004353,-0.006115,0.001465,0.001759,0.002747,0.005218,0.002851,0.002968,-0.000027,-0.000035,0.000479,-0.000774,-0.000082,-0.000018,0.000175,-0.000000,-0.000004,0.000010,0.001107,-0.000006,0.000158,0.066606,0.044393,0.224931,0.070218,0.041071,0.539155,0.008232,0.158409,2.186650,0.819935,0.575177,0.573818,0.347332,0.362647,0.346457,0.292612,0.323222,0.325230,0.322084,0.272782,0.305064,0.026703,0.007190,0.040827,0.020262,0.016345,0.035704,0.021849,0.007493,0.006504,0.004432,0.039275,0.004733,0.013104,0.069859,0.047272,0.321408,0.084557,0.043824,0.545171,0.010231,0.166584,1.721127,0.824837,0.485024,0.495516,0.373430,0.351735,0.326515,0.311737,0.306101,0.315867,0.295648,0.278865,0.278293,0.030605,0.007980,0.036479,0.022088,0.020986,0.033996,0.026014,0.008855,0.008797,0.006113,0.030900,0.005783,0.013689,NEGATIVE
0.097872,0.021844,3.176353,0.246305,0.250076,0.746160,0.008960,0.162514,-26.671769,1.870894,0.365341,-0.034132,0.058547,0.333938,0.105189,0.144246,-0.047102,0.086931,0.090732,0.072725,0.087007,0.012908,0.004207,0.076664,0.013203,0.015552,0.010322,0.028129,0.002776,0.008649,0.004448,0.072287,0.004500,0.036858,0.002169,0.000012,-0.003459,0.009285,0.004345,0.024384,0.000071,0.000028,0.034746,-0.093360,0.020427,0.024382,0.028347,0.002086,-0.038840,0.041234,0.058922,0.008898,0.012436,-0.041381,-0.025320,-0.000190,0.000019,-0.000657,-0.000100,0.000277,0.000030,-0.000592,-0.000113,0.000024,0.000257,0.000230,0.000039,-0.000090,0.072653,0.025769,0.192563,0.068188,0.034501,0.515767,0.006780,0.176806,1.895667,0.662016,0.453717,0.480247,0.300697,0.279891,0.311719,0.294016,0.263321,0.336054,0.293872,0.292111,0.256978,0.016007,0.007797,0.039059,0.023070,0.018104,0.017261,0.021624,0.004660,0.015567,0.004489,0.040704,0.005325,0.011368,0.068571,0.027206,0.272464,0.075104,0.035001,0.506387,0.008183,0.185250,1.375357,0.653629,0.428914,0.421735,0.297219,0.298110,0.309173,0.271581,0.271020,0.298050,0.265600,0.252729,0.228119,0.017537,0.010049,0.031241,0.025610,0.020517,0.022096,0.020032,0.006791,0.017371,0.005472,0.027561,0.004933,0.011383,NEGATIVE
